req_id,req_text,source,true_label,notes
REQ-352,To target the provision of services to specific parts of the population and,microcare,,
REQ-353,To stimulate private market initiative and competition.,microcare,,
REQ-354,"The approach was successfully applied in the sixties/seventies in South 
Korea and Taiwan. In recent years also a programme was run in Nicaragua but the OBA 
has not been 
implemented in larger scale programs.",microcare,,
REQ-355,"Quality health care services for STD treatment,",microcare,,
REQ-356,"For the sexually active population of the Mbarara district,",microcare,,
REQ-357,"Through a voucher system,",microcare,,
REQ-358,"By qualified, approved providers,",microcare,,
REQ-359,For a pilot phase of 1 year.,microcare,,
REQ-360,"The principles of the voucher, the contents of the health care services, 
their required quality, the standards to be met by the providers and their infrastructure, 
as well as the measures for monitoring the 
quality have been defined in the PDS.",microcare,,
REQ-361,The main structures and processes in the STD voucher programme are:,microcare,,
REQ-362,"The programme is prepared, implemented and managed by the Voucher 
Management Unit (VMU).",microcare,,
REQ-363,"The VMU establishes a network of approved providers (during the pilot phase private,
 NGO, FBO providers) 
throughout Mbarara District.",microcare,,
REQ-364,"The VMU runs a marketing and behavioural change campaign (BCC) to market and inform about the
 voucher services and how to use them.",microcare,,
REQ-365,"The VMU establishes and runs a distribution system with the purpose
 to distribute the STD vouchers to the sexually active population for which the 
above-mentioned providers are in reach.",microcare,,
REQ-366,Distribution follows certain rules:,microcare,,
REQ-367,"The vouchers are packed in two with one voucher for the purchaser of the voucher, 
in the following addressed as “client” 
and one for the partner of the client.",microcare,,
REQ-368,"The voucher may only be bought for personal treatment or for the treatment 
of the partner. Only one voucher is sold at time. The option of selling more than one 
voucher 
to a person at a time introduces too many sources for fraud.",microcare,,
REQ-369,"Distributors keep a distribution list documenting distributor, voucher number, 
date, place of sale, and 
name and place of living of the customer.",microcare,,
REQ-370,"The client may honour the voucher at any approved provider of his choice.  
STD treatment according to the National Treatment Algorithms for STD in Uganda (NTA), 
adapted for this voucher scheme (TA-OBA, treatment algorithms for STD treatment in the 
OBA scheme), 
is given to clients for free for the syndromes of",microcare,,
REQ-371,Abnormal vaginal discharge,microcare,,
REQ-372,Ophthalmia neonatorum,microcare,,
REQ-373,Acute scrotal swelling,microcare,,
REQ-374,Pelvic inflammatory disease,microcare,,
REQ-375,In line with the NTA the voucher includes,microcare,,
REQ-376,First consultation with basic lab testing and treatment,microcare,,
REQ-377,First follow-up visit for all clients. If symptoms persist drug regimen will be switched,microcare,,
REQ-378,If necessary second follow-up visit. If symptoms persist referral to a hospital.,microcare,,
REQ-379,"Provider documents each voucher case in a standardised patient 
treatment documentation form.",microcare,,
REQ-380,"At the end of each month they hand in – respectively the claims processing 
agency (CPA) collects –",microcare,,
REQ-381,"The voucher for each patient  
Copyright",microcare,,
REQ-382,"The standardised patient treatment documentation form for each 
patient and",microcare,,
REQ-383,"A summary claims form containing a summary of all treated voucher cases to 
the VMU for reimbursement.",microcare,,
REQ-384,"The data from the forms is entered into a computer database. Data checks and
 plausibilisations are done.",microcare,,
REQ-385,Clean claims will be reimbursed via bank transfer.,microcare,,
REQ-386,Conspicuous claims will be investigated and cleared by the VMU.,microcare,,
REQ-387,"The VMU operates a monitoring system including follow-up with patients 
to monitor proper operation of the voucher scheme.",microcare,,
REQ-388,About Voucher Management system,microcare,,
REQ-389,"The voucher management system VMS is designed to atomize 
the process of Voucher Management Unit (VMU) to minimize the manual process 
to maximize the quality of the project to understand the 
progress and timely out come of the project to take necessary steps by the MSIU 
Admin team to plan for the future and to increase the quality of the STD voucher 
service. The system will also control the existence of fraud in claims and will help
 the service provider to reach their payments in time without delay. 
The other features and details of system will be explained in below sections in the 
document.   The voucher management system is subdivided into following modules to 
make the system easy for understanding, developing, testing and to implement.",microcare,,
REQ-390,Voucher Creation / Preparation,microcare,,
REQ-391,Claim Entry / Processing,microcare,,
REQ-392,Reports (Standard and Customized),microcare,,
REQ-393,Security and User Privileges,microcare,,
REQ-394,"Each of the above modules are again subdivided into subsystems, those details are explained in 
below sections in the document",microcare,,
REQ-395,The preparation of SRS is purely based on the following documents,microcare,,
REQ-396,"Final report on Programme Design Study, Dated 10-Sepetember-2005 Prepared by MSIU",microcare,,
REQ-397,Functional Flow of VMUS Prepared by Microcare on 30th November 2005.,microcare,,
REQ-398,"This section of the document is going to explain the functionalities of 
the system, its subsystems and how it’s integrated and working together. 
During the system study, it was understood that the first pilot period, twenty 
thousand vouchers will be sold, but the VMU-system has the provision to upgrade to meet 
the additional market and projects needs.",microcare,,
REQ-399,Outline of entire system,microcare,,
REQ-400,The VMU will create the vouchers and sell it to clients through distributors,microcare,,
REQ-401,The distributor will submit the sales details back to the VMU.,microcare,,
REQ-402,"Each voucher should have two portions with three tear off voucher slips each 
for Client and Partner.",microcare,,
REQ-403,The client and/or the partner will choose the service provider and will get treatment,microcare,,
REQ-404,"First visit is called as Consultation and if the patient is not cured then they can go 
for first follow 
up and second follow up,",microcare,,
REQ-405,"If the patient is not cured then the doctor will refer the patient to some other 
Hospitals the hospital may be 
another VSP or any other.",microcare,,
REQ-406,"Each visit details (including Diagnosis, Lab Test and Drugs) of the patient is 
called a claim,",microcare,,
REQ-407,"The VSP will submit the claim to VMIU field office to enter those into the database,",microcare,,
REQ-408,"The filed office will validate the claim form manually and through system,",microcare,,
REQ-409,"If any of mandatory information is missed or any false information is existing 
then the field office will reject the claim back to VSP and 
the system will keep those claim in a quarantine area",microcare,,
REQ-410,"The quarantined forms will be sent back to the VSP for verification, if the VSP 
returns the claim with satisfactory details, the claims will be entered on to the system, 
in the following month’s batch.",microcare,,
REQ-411,"Based on the payment terms agreed by VSP, the field office will generate 
BiMonth or Monthly financial and medical report and send it to MSIU Admin team to arrange 
the payments for the VSP.",microcare,,
REQ-412,"To understand the satisfaction of client the MSIU Admin team will get client feedback 
from some of the clients and send those documents 
to field office to enter those into database.",microcare,,
REQ-413,"As mentioned above the entire system is sub-divided into six modules 
and again the each module 
is subdivided into different subsystems.",microcare,,
REQ-414,2.1.2 Voucher Management System Modules,microcare,,
REQ-416,"Voucher creation – the voucher numbers are system generated 
and created with unique identification numbers with security protocols in-built. 
The created unique numbers are then printed out in the form of bar-codes, which will 
complement (or stuck on the voucher) the voucher. Then at every level on the voucher 
cycle this number is captured, on distribution, retail sales, point of treatment, enclosed 
along with claim forms, at the claims processing and finally for the payment. 
Such tracking records will be utilized for reports as well. Each voucher should have the 
following properties, which will have sub-elements to get the batch numbers, voucher 
numbers, and the project codes. Project code – Group batch code – Batch number – 
Voucher number – Security code.",microcare,,
REQ-417,Project Code (2 Digit) Example: P001,microcare,,
REQ-418,Group Batch (3 Digit) each group batch has a batch of 100 Batches Example: GP0001,microcare,,
REQ-419,Batch number (2 Digit) approximately each batch will have 10 vouchers,microcare,,
REQ-420,Voucher number (10 digit),microcare,,
REQ-421,All codes will be printed out in the form of Bar,microcare,,
REQ-422,"Additionally the provision for validity date check for the period of vouchers to be
used in the program is provided. This validity date can be amended or altered at the 
system level ONLY by the authorized user",microcare,,
REQ-423,Voucher will also have MRP (maximum retail price),microcare,,
REQ-424,"Voucher should have three tear off portioned slips with a sub-section tear-off for 
the partner.",microcare,,
REQ-425,"If the tear off voucher slips would be sticker then it will not be lost on attaching to 
the claim 
forms by the VSP.",microcare,,
REQ-426,"Each voucher slip should contain the bar code of the Voucher with two 
identifications one for the client and 
the other for the partner.",microcare,,
REQ-427,The first tear for the first consultation,microcare,,
REQ-428,Second one for the first follow-up,microcare,,
REQ-429,And the third tear off for the final (second follow-up).,microcare,,
REQ-430,"This system has high security feature as far as the user access to the 
system, including all the modules, 
sub-modules and even at the screen level.",microcare,,
REQ-431,The voucher will be created ONLY by the authorized person.,microcare,,
REQ-432,"The will be a provision to create a minimum quantity of vouchers at one time 
(such minimum numbers will 
be decided by the management team).",microcare,,
REQ-433,"Once created vouchers will not be edited or deleted but there will be a provision 
to with-hold any voucher number if the admin 
team decides to do for any reason.",microcare,,
REQ-434,There will be a provision to amend the validity date of the voucher.,microcare,,
REQ-435,"The marketing and sales is the next step and the next module in the system. 
This module will take care of following sub modules.",microcare,,
REQ-436,Distributor Master Information,microcare,,
REQ-437,"The system will capture the master details of every distributor so that 
the users can get the details of any distributor and sales details at any time. Each 
distributor will have unique code and detailed descriptions such as name, address, 
locations and type of business etc. such valid information will help us track 
information related to sales and distributions. 
Following fields will be captured at this master.",microcare,,
REQ-438,Distributor Code (3 Digit) Example: DS0001*,microcare,,
REQ-439,Name of the distributor*,microcare,,
REQ-440,Type of business (e.g. hospital/pharmacy/NGO)*,microcare,,
REQ-441,"Address (Street/Road, Sub District, County, Sub County and Village or Town)*",microcare,,
REQ-442,Status (active/deactivate),microcare,,
REQ-443,All fields with * are mandatory!,microcare,,
REQ-444,"The address field will capture the geographical location of the distributor, 
such as District, Sub-District, County, Sub-County or Village / Town, road or street. All 
the level of details will have a master table in order to update as per the program 
requirements.  
The system will check the duplicated ID for the distributors. The system can allow 
the duplicate names of the Distributor. On capture of any duplicate name the system 
will give a warning message to have the duplicate name or to change the name. 
For better reporting purposes it is better to have a differentiating indicator on the name.  
System will have a provision to print the distributor master details.  
The distributor screen will have a provision to view the Sales History of a 
particular distributor with following summary details.  
Distributor Name as Report Header and following as the report footer",microcare,,
REQ-445,Balance Qty (any other details required by the MSIU office),microcare,,
REQ-446,"There will be a provision to select a particular distributor to view the details 
(e.g. sales) by double clicking on the grid.  
Print option of above report is based on User Login Permission only.  
There will be an option for doing the following at every screen.",microcare,,
REQ-447,"New
(adding new records)",microcare,,
REQ-448,"Edit
(updating available records)",microcare,,
REQ-449,"Delete
(deleting will be allowed only if no child records are created)",microcare,,
REQ-450,"Active/Deactivate
 (if the distributor has to be deactivated or terminated)",microcare,,
REQ-451,"There will also be a provision for the other users to view the details of a
 distributor with purchase and sales details.",microcare,,
REQ-452,"The system will capture the details of MSIU Salesman; this would help 
the MSIU management team to understand the performance of each Team or salesman. 
During every distribution transaction the user should select the name of the sales man 
listed from Team Master. 
The Salesman master should capture following information’s.",microcare,,
REQ-453,Name of the Salesman*,microcare,,
REQ-454,Communication Address*,microcare,,
REQ-455,Sales-team (which will have a separate master)*.,microcare,,
REQ-456,"The sales team master is for the future development of this program, 
if this program is extended to a country-wide network, 
this master will help understand and tack sales information.",microcare,,
REQ-457,"The system will check the duplicated ID for the salesman and team. 
The system can allow the duplicate names of the salesman. On capture of any duplicate 
name the system will give a warning message to have the duplicate name or to change 
the name. For better reporting purposes 
it is better to have a differentiating indicator on the name",microcare,,
REQ-458,Distribution Transactions (Sales from MSIU to Distributor),microcare,,
REQ-459,"The system will capture the details of voucher sales between MISU 
sales team and Distributors. During the distribution the system will capture the 
following details, to make Distribution process easily. With the below details the 
user can get the details of Distributor-wise and Salesman-wise 
and Batch No wise sales details as reports.",microcare,,
REQ-461,Name of the Sales Man*,microcare,,
REQ-462,Date of distribution*,microcare,,
REQ-463,"According to the number of vouchers required by the distributor, 
the system should allocate the relevant vouchers with their 
numbers and batch numbers based on the stock.",microcare,,
REQ-464,Invoice amount = No of vouchers x Wholesale price,microcare,,
REQ-465,Mode of payment is Cash,microcare,,
REQ-466,"The mandatory information required during a distribution transaction is 
mentioned below.",microcare,,
REQ-467,Name of the distributor (Selecting from Distributor Master),microcare,,
REQ-468,Name of the Sales Man (Selecting from Sales man master),microcare,,
REQ-469,Date of Distribution (Date selection option),microcare,,
REQ-470,Required Qty (No of vouchers sold (Allow only Numeric Entry)),microcare,,
REQ-471,"Invoice Amount = Whole Sale Rate (should taken from settings master based on sale date)  
* Qty Sold. (Automatic Calculation)",microcare,,
REQ-472,"The system will generate an auto-generated number as Distribution 
Invoice No.  
Suppose the distributor or salesman name is not available in the system, then the 
system has a provision to navigate quickly to its master screen and enter the new 
Distributor and Salesman details, 
without closing the present screen.  
While entering the No of vouchers required, the system should automatically 
pick the Batch No’s with voucher No’s from the available voucher stock and list the 
details of each voucher with below information’s as a grid format.",microcare,,
REQ-473,"The date of distribution will be current (system) date. But the date of sale 
can be the past dates. 
There will be a future date sale validation check available.",microcare,,
REQ-474,Claim Entry/Processing,microcare,,
REQ-475,"The program will take maximum care in this form and table, as it 
become a vital transaction to be captured. In this module you will see that every 
capture of data will be 
validated and checked on saving into the database. For e.g. the capture of voucher 
number, clinical information, diagnosis details, drug and investigation details and 
the costs are going to provide the program a vital report information. The system 
development team will focus its attention in making this module/table function 
efficiently.  For the easy understanding and designing of the system, this module is 
subdivided into following sub-modules. The division of sub-module is purely based 
on the sub-level categories of the data information.",microcare,,
REQ-476,The service (treatment) will happen at the VSP (Service Provider) clinic or hospital,microcare,,
REQ-477,The attending doctor will fill the claims form.,microcare,,
REQ-478,"On completion of the service the patient will provide the voucher according 
to the visit type and patient type (client or partner), 
the voucher will be stuck to the claim form.",microcare,,
REQ-479,The thumb print will also be placed on completion of the service,microcare,,
REQ-480,The VSP will send the collected claim forms monthly and send it to MSIU field office.,microcare,,
REQ-481,MSIU office will then process the claim.,microcare,,
REQ-482,Voucher Service Provider (VSP) Master Information,microcare,,
REQ-483,The VSP master will have the following information:,microcare,,
REQ-484,"Physical Address (Street / Road, District, Sub-District, County, SubCounty, Village/Town)",microcare,,
REQ-485,"Communication Address (Street / Road, District, Sub-District, County, Sub-County, Village/Town)",microcare,,
REQ-486,Status (Active / In-Active),microcare,,
REQ-487,"Other than Contact No and E-Mail Id all other information are mandatory 
during the creation of a new Service Provider.  
The VSP code is a digit code with suffix SP, would be automatically generated by the 
system.  
The system should generate message with two option “Continue – Yes/No” while the 
user trying to create a new VSP with an existing name, If the user press Yes the 
system will allow the user to enter the same, if not the system wont allow the new 
entry to save.  
The system will list District, Sub-District, County, Sub-County, Village / Town 
from the master during VSP creation, if any of them are not available in the system, 
then the system will have the provision to navigate quickly to its master screen and 
do enter master details and back to VSP screen.   
The values of Health Sub – District, Locality, Level Of Facility, Type of facility, 
Registration Body would be list from their own master and should select the details 
based on the VSP. If any of the information is not available in existing master of 
above, then the system will have the provision to navigate quickly to its form to 
enter the master details and back to VSP Screen. The system will populate Active VSP 
only on other screen during data entry process, 
but the system will also populate all VSP for report purpose.  
Activation and In-activation of VSP is purely based on the MSIU Management decision. 
But if the system is found more than two fraud entries during the claim process of 
particular VSP, then the system would automatically change the status of that particular 
VSP as In-activate. Activation of that particular VSP is again purely based on MSIU 
Management decision.  
The VSP Master Information screen should have a provision to enter the payment terms 
agreed between MSIU and VSP. The system will capture following master details to fill 
the payment terms.",microcare,,
REQ-488,Payment Mode (Cash / Bank),microcare,,
REQ-489,Payment Type (Selection from list of options Bi-Monthly/Monthly),microcare,,
REQ-490,The below details may periodically change depends on the MSIU management decision.,microcare,,
REQ-491,Valid From (Date selection option),microcare,,
REQ-492,Valid up to (Date selection option),microcare,,
REQ-493,"First Visit Consultation Fee (Only Numeric Entry, default 0)",microcare,,
REQ-494,"First follow up visit Consultation Fee (Only Numeric Entry, default 0)",microcare,,
REQ-495,"First second up visit Consultation Fee (Only Numeric Entry, default 0)",microcare,,
REQ-496,"First visit Lab Fee (Only Numeric Entry, default 0)",microcare,,
REQ-497,"The above mentioned payment terms will help the MSIU to make the 
payment detail easy and also help the VSP to get their payment in timeThe system will 
control the payment process and terms.  The allowed users only can able to Add, Modify 
or delete the VSP master information including payment terms.  
The VSP screen will have the provision to view the Claim Status of selected VSP. The 
system will facilitate to show the user following details if necessary.  
VSP Name (as the report header and below as the details part of report)",microcare,,
REQ-498,Cumulative Total Amount will show in Report footer for the previous payment done.,microcare,,
REQ-499,VSP Staff Master Information,microcare,,
REQ-500,"The system will have the facility to capture the details of VSP staff 
details and the necessary master information 
while entering the claim into the system.",microcare,,
REQ-501,"The system will generate message while creating a new staff with 
existing name, but the system will allow 
the user to save that new staff if its required. 
All above information’s other than Qualification are mandatory during 
the creation of new staff under any VSP.  
The system will automatically create Staff Code with Suffix as VSP Code 
+ SC + 3 digit. For example HP0001SC0001  
Staff type (should be select from list of staff type listing from Staff Type Master)  
If any of the staff type is not available in the system, then the system should 
have the provision to navigate quickly to staff type master 
to enter the new staff type and then back to Staff Master screen.",microcare,,
REQ-502,Claim (Treatment Form) Submission,microcare,,
REQ-503,"Depends on the payment terms (Bi-monthly / Monthly) mentioned in 
the VSP master the VSP should submit the Claim (Treatment form) to the MISU Field 
office. While submitting the Claim (Treatment Form) to MSIU, the system will have 
the provision to capture the following details. These information is vital and 
shall be used for compared with the processed claims.",microcare,,
REQ-504,No of Mentioned Forms,microcare,,
REQ-505,No of Available Forms,microcare,,
REQ-506,The above as the master part and below details are the Transaction part,microcare,,
REQ-507,During submission entry all above information’s are mandatory,microcare,,
REQ-508,Date of submission should be current date,microcare,,
REQ-509,The system lists the VSP Name from VSP Master.,microcare,,
REQ-510,Mentioned Forms and Available Forms only accept numeric values.,microcare,,
REQ-511,Available forms may be less than or greater than or equal to Mentioned Forms.,microcare,,
REQ-512,In the transaction part no of forms should match with No of Available Forms,microcare,,
REQ-513,"The system should print a receipt document based on the information 
entered during claim submission. 
The document should have the following information.",microcare,,
REQ-514,Date of Submission (with date and time),microcare,,
REQ-515,No of claims mentioned,microcare,,
REQ-516,No of claims Available,microcare,,
REQ-517,"The above details would print in the report header and below details 
will print 
in the detailed part of the report",microcare,,
REQ-518,"The claim entry is purely based on the Treatment (claims) Form submitted 
by the VSP. Before the claim entry the user should check the form manually to understand 
whether any mandatory information is missed in the Claim or not. If yes, then the user 
should mark that Claim (Treatment Form) status as Rejected and send back to VSP.  
During the claim entry the system should capture the following information.",microcare,,
REQ-519,"Address (Street / Road, District, Sub-District, County, Sub-County, Village / Town)",microcare,,
REQ-520,"The above details are the master informationd and below listed information
are the transaction details of a Claim.",microcare,,
REQ-521,Drugs Name – Frequency –No of days - Qty,microcare,,
REQ-524,"The system will have the provision to enter any number of Syndrome, 
Clinical Examinations, Diagnosis, Lab Test, Drugs and Other Measures in 
any treatment level based on MSIU treatment master.",microcare,,
REQ-525,"All above master level information are mandatory other than 
Contact No during the entry of claim into the system. The following part will 
explain how the systems 
will validate every information during claim entry.",microcare,,
REQ-526,"Treatment Form No (List Form No from Claim receipt details which all are not 
yet entered in claim)",microcare,,
REQ-527,"Claim No (The system will automatically generate the Claim number with Hospital 
Code as Suffix + 8 digit)",microcare,,
REQ-528,Submitted Date (This should populate automatically while choosing the Form No),microcare,,
REQ-529,VSP Name (This should populate automatically while choosing the Form No),microcare,,
REQ-530,"Voucher No (This should be captured from Bar Code reader based on the Voucher Slip 
Stick on the Claim Form)",microcare,,
REQ-531,"Visit Count (This should be captured from Bar Code reader based on the 
Voucher Slip Stick on the Claim Form)",microcare,,
REQ-532,"Patient Type (This should be captured from Bar Code reader based on the Voucher Slip 
Stick on the Claim Form)",microcare,,
REQ-533,Gender (Select from the list of options Male / Female),microcare,,
REQ-534,"Address (Street / Road, District, Sub-District, County, Sub-County, Village / 
Town) other than Street / Road all other details would list from the its master records, 
if any details are not exist in Master record, then the system should have the provision 
to navigate quickly to its master screen to enter the new details 
and back to the Claim Entry Screen",microcare,,
REQ-535,"Contact No
 Not Mandatory",microcare,,
REQ-536,Doctor Name (select from list of doctors populating from VSP Staff Master),microcare,,
REQ-537,"Doctors Note – 
Space for the doctor to enter the note about the patient if anything is 
required",microcare,,
REQ-538,"HIV Details if any –
The format for HIV capturing details are attached with SRS.",microcare,,
REQ-539,"Patient Status -
(Select from list of status options populating from Patient Status Master) 
suppose the status is Referral then the system will have the provision to capture 
Referred To and Reason for Referral, the reason for Referral 
should be populated from Referral master.",microcare,,
REQ-540,"Claim Status –
Status of the claim is depends information available in the 
Claim, if any false data or any mandatory information is available in 
Claim, then the claims status will change, if the value of status is not 
“Accepted” then the claim will be stored in quarantine area and can able 
to precede it further from its status. The system should have a provision 
to capture the reason suppose if the claim status is “Rejection or Quarantine”",microcare,,
REQ-541,"Claim Amount – 
The calculation of claim amount is explained below.",microcare,,
REQ-542,If it is a First visit Claim,microcare,,
REQ-543,"Claim Amount will capture First Visit Consultation Fee 
(from VSP Payment terms) + Lab test Amount (from VSP Payment terms) 
+ (Qty of drugs * Retails Price (from Drugs Master).",microcare,,
REQ-544,If Claim is for first follow up,microcare,,
REQ-545,"Claim Amount will capture First Follow up Fee (from VSP Payment terms) + 
(Qty of drugs * Retails Price (from Drugs Master)",microcare,,
REQ-546,If Claim is for second follow up,microcare,,
REQ-547,"Claim Amount will capture Second Follow up Fee (from VSP Payment terms) + 
(Qty of drugs * Retails Price (from Drugs Master)",microcare,,
REQ-548,"The system captures the thump impression available in each claim 
form, and needs to compare it with the same voucher numbers previous visits 
if available. If the thump impression are mismatching for the same patient 
(Client / Partner) on same voucher the system would automatically make a count on it.  
 If the claim from same VSP having more than two times of Thump Impression 
mismatching, then the system should automatically produce a warning message 
and the same time the system should In-Activate the VSP. 
The authorized user can alter / amend the Claim if required.",microcare,,
REQ-549,Generic Master with following information,microcare,,
REQ-550,Drugs Master (there will (can) be a standard drug price for all VSP provision),microcare,,
REQ-551,Clinical Examination Master,microcare,,
REQ-552,Diagnosis Description,microcare,,
REQ-553,Patient Status Master,microcare,,
REQ-554,Referral Reason Master,microcare,,
REQ-555,Claim Quarantine / Rejection Reason Master,microcare,,
REQ-556,MSIU Treatment Matrix,microcare,,
REQ-557,First Visit Clinical Examinations,microcare,,
REQ-558,First Visit Diagnosis,microcare,,
REQ-559,First Visit other measures,microcare,,
REQ-560,First follow up Diagnosis,microcare,,
REQ-561,First follow up Drugs,microcare,,
REQ-562,Second follow up Diagnosis,microcare,,
REQ-563,Second follow up Drugs,microcare,,
REQ-564,The VSP should follow MSI Patter for treatment,microcare,,
REQ-565,"The user should enter the information exactly into the 
system from the manual claim form",microcare,,
REQ-566,"The VSP staff should get the thump impression from 
the patient and should stick the voucher slip on the claim form",microcare,,
REQ-567,System only accept claims only if the mandatory information is complete,microcare,,
REQ-568,System should calculate Claim Amount only based on treatment matrix,microcare,,
REQ-569,"Voucher Sales return is feature used when a distributor is planning to 
return the vouchers back to the MSIU sales team. The system will 
capture the following information during the sales return transaction.",microcare,,
REQ-570,Sales Return Amount (No of voucher returned x whole sale rate),microcare,,
REQ-571,Number of vouchers Returned,microcare,,
REQ-572,"The above details are the master part and following are captured as 
transaction part",microcare,,
REQ-573,All above information are mandatory during the sales return,microcare,,
REQ-574,"Distributor Name - 
will list from Distributor Master",microcare,,
REQ-575,"Sales Man Name - 
 will list from Sales Man Master",microcare,,
REQ-576,"Sales Return Date – 
System date is default and it should be less than or equal to system date",microcare,,
REQ-577,"While entering return vouchers details the system will check weather 
the returned voucher was sold to this particular Distributor or not. 
If not the system won’t accept those vouchers as return.",microcare,,
REQ-578,"MSIU team collects the client feed back from the clients who 
got treatment through the voucher system. 
The Client Feed back form should capture the following details",microcare,,
REQ-579,Details of syndromes treated,microcare,,
REQ-580,Referral To Treatment,microcare,,
REQ-581,Satisfaction of Treatment (Not at all / Moderate / Good / Completely),microcare,,
REQ-582,"Satisfaction of counseling -
 Enter by the user",microcare,,
REQ-583,"Satisfaction of ensuring privacy – 
 Enter by the user",microcare,,
REQ-584,Based on the Voucher No the system will populate the following details,microcare,,
REQ-585,Client Details (Address as per Claim Form will populate automatically),microcare,,
REQ-586,"Details of syndromes treated (Automatically populate from 
the system based on Voucher No)",microcare,,
REQ-587,Lab Test Details (Automatically populate from the system based on Voucher No),microcare,,
REQ-588,Drugs Details (Automatically populate from the system based on Voucher No),microcare,,
REQ-589,"Success of Treatment  (Automatically populate from the system 
based on Voucher No)",microcare,,
REQ-590,"Referral To Treatment  (Automatically populate from the system based 
on Voucher No)",microcare,,
REQ-591,"Partner Treated (Treatment  (Automatically populate from the system 
based on Voucher No)",microcare,,
REQ-592,The user should enter correct Voucher No,microcare,,
REQ-593,"The user will not alter any information about treatment, 
which is populating from the system",microcare,,
REQ-595,"As per the MSIU Project Document named “Programme Design 
Study” the following reports are required",microcare,,
REQ-596,Monthly after claim collection on clean claims to be paid without reservation,microcare,,
REQ-597,"Monthly after claim collection on claims, where payment 
shall be withheld until clarification",microcare,,
REQ-598,Report on claims per provider,microcare,,
REQ-599,"Report, summarising all providers",microcare,,
REQ-600,Quarterly summary reports per provider and summarising all providers,microcare,,
REQ-601,"Frequencies of syndromes treated, additional information on patient 
population (sex, age)",microcare,,
REQ-602,Frequencies of primary clients and notified partners,microcare,,
REQ-603,"Number of correctly documented cases, cases with incorrect documentation, 
cases treated according to algorithms, cases with 
justified treatment alterations and treatment errors",microcare,,
REQ-604,"Summary report comparing the different providers regarding syndromes treated, documentation 
quality and treatment behaviour",microcare,,
REQ-605,"Quarterly and half yearly reports giving the time trends of the abovementioned indicators for each 
provider and all providers combined",microcare,,
REQ-606,"The system has the provision to provide various analytical, medical, 
financial and statistical 
reports. Such reports can be designed later.",microcare,,
REQ-608,"The security setting of the entire system is based on User Group. 
The roles available in the system are allocated to user group. 
The user group creation would capture the following Information",microcare,,
REQ-609,"The above is the masters part information and below are 
the transaction part information.",microcare,,
REQ-610,"New –
Allowed / Not Allowed",microcare,,
REQ-611,"Edit –
Allowed / Not Allowed",microcare,,
REQ-612,"Delete – 
Allowed / Not Allowed",microcare,,
REQ-613,"View – 
Allowed / Not Allowed",microcare,,
REQ-614,"Print – 
Allowed / Not Allowed",microcare,,
REQ-615,Allow above information are mandatory while creating a new User Group.,microcare,,
REQ-616,The system admin only can able to create User Groups,microcare,,
REQ-617,"The system should have the provision to create any 
number of individual user under any user group.",microcare,,
REQ-618,Each Individual User should have the following information,microcare,,
REQ-619,Group Name (Selecting from User Group),microcare,,
REQ-620,All the above are mandatory entry,microcare,,
REQ-621,"The system should save the user information only if the 
Password and Verify password values are equal",microcare,,
REQ-622,"The system should not allow the user to create a User 
Group and Individual User with existing names",microcare,,
REQ-623,"DRAFT
SOFTWARE REQUIREMENTS SPECIFICATION (SRS)
FOR THE
DEFENSE INFORMATION INFRASTRUCTURE (DII)
COMMON OPERATING ENVIRONMENT (COE)
XML SERVICES (XS)",dii,,
REQ-624,IDENTIFICATION OF FUNCTIONAL AREA,dii,,
REQ-625,"This Software Requirements Specification (SRS) establishes the functional, 
performance, and verification requirements for the XML Services (XS) functional area of 
the Defense Information Infrastructure (DII) Common Operating Environment (COE). 
The XS functional area includes Registration of terms (tags and structures), 
Design of XML schemas, Generation and Consumption of XML documents.",dii,,
REQ-626,FUNCTIONAL AREA OVERVIEW,dii,,
REQ-627,"XML Services provide infrastructure services for mission and 
support applications using XML technology. These services isolate vendor-unique 
implementations of data access and provide applications a means of avoiding 
dependencies on physical access models. These services also provide data 
management functions for access to distributed (local and remote) 
database management systems as one of the solutions for interoperablity.",dii,,
REQ-628,"This document outlines the software capabilities required for the XS 
components for the DII COE. Section 2 lists the documents that are applicable to 
this specification. Section 3 provides a list of functional capabilities. Section 4 
identifies the qualification requirements. Section 5 outlines the requirements and 
verification traceability matrix. 
Section 6 contains the applicable notes associated with the XS component.",dii,,
REQ-629,"Defense Information Infrastructure (DII), Shared Data Environment 
(SHADE), CAPSTONE DOCUMENT Version 1.0, 11 July 1996",dii,,
REQ-630,"ACCS-A1-100-006 System Specification for ATCCS, 22 March 1995",dii,,
REQ-631,"ATCCS-A1-302-001A Army Tactical Command and Control System Common ATCCS Support Software 
(CASS) Systems/Segment Specification",dii,,
REQ-632,"CDRL A142 AWIS Software Requirements Specification (ASRD), July 1992",dii,,
REQ-633,"CDRL ML03 AWIS Systems Management Manual (SMM), 31 Oct. 1994",dii,,
REQ-634,"AWIS Support Software Design Document, December 1994",dii,,
REQ-635,"D18664A Standard Theater Army Command and Control System (STACCS) System 
Design Document Version 1.1/As Built, 1 Oct. 93",dii,,
REQ-636,"AAN-SDA001A Standard Theater Army Command and Control System (STACCS) System 
Specification, Version 1.1/As Built, 1 Oct. 93",dii,,
